#gene	KO-hom	KO-het	DMG-hom	DMG-het	BEN-hom	BEN-het
uc009xfd.1	0	0	0	0	129	3305
uc009xff.3	0	0	0	0	56	1552
uc009xfg.1	0	0	0	0	747	13203
uc009xfn.1	0	0	0	0	715	11357
uc009xfo.1	0	0	0	0	44	1409
uc009xgi.1	0	0	0	0	796	17151
uc009xgp.3	0	0	0	0	536	11440
uc009xgv.3	0	0	0	0	98	2292
uc009xgy.3	0	0	0	0	9	237
uc009xhd.3	0	0	0	0	242	3839
uc009xhh.3	0	0	0	0	91	2474
uc009xhm.1	0	0	0	0	976	14553
uc009xhq.3	0	0	0	0	6967	132376
uc009xie.3	0	0	0	0	187	5650
uc009xif.3	0	0	0	0	75	2185
uc009xih.2	0	0	0	0	664	13256
uc009xim.2	0	0	0	0	1391	32734
uc009xiq.1	0	0	0	0	45	1889
uc009xjm.4	0	0	0	0	147	2621
uc009xjw.2	0	0	0	0	161	4036
uc009xjx.4	0	0	0	0	217	1942
uc009xjz.1	0	0	0	0	2939	60706
uc009xkd.3	0	0	0	0	30	722
uc009xkg.3	0	0	0	0	46	1316
uc009xku.1	0	0	0	0	2509	28181
uc009xkw.2	0	0	0	0	1083	9853
uc009xla.2	0	0	0	0	222	5118
uc009xld.1	0	0	0	0	1111	23753
uc009xlg.3	0	0	0	0	3672	49676
uc009xlq.2	0	0	0	0	1284	19498
uc009xmc.2	0	0	0	0	412	6051
uc009xmg.1	0	0	0	0	439	11992
uc009xmk.3	0	0	0	0	125	1903
uc009xmm.1	0	0	0	0	302	5365
uc009xmn.3	0	0	0	0	352	7023
uc009xmt.4	0	0	0	0	1356	22817
uc009xmu.3	0	0	0	0	882	16249
uc009xnf.2	0	0	0	0	0	6
uc009xni.3	0	0	0	0	25	502
uc009xnl.2	0	0	0	0	0	25
uc009xnp.3	0	0	0	0	123	2483
uc009xns.1	0	0	0	0	25	497
uc009xoa.3	0	0	0	0	126	2414
uc009xph.3	0	0	0	0	20	461
uc009xpr.3	0	0	0	0	2851	31995
uc009xpt.3	0	0	0	0	326	8858
uc009xpy.3	0	0	0	0	845	17554
uc009xqa.3	0	0	0	0	563	12717
uc009xqg.3	0	0	0	0	20	591
uc009xqr.3	0	0	0	0	1337	23247
uc009xqt.1	0	0	0	0	56	1150
uc009xqx.3	0	0	0	0	296	4033
uc009xqz.3	0	0	0	0	394	7904
uc009xrf.1	0	0	0	0	195	3508
uc009xrl.3	0	0	0	0	2	192
uc009xrr.3	0	0	0	0	437	7158
uc009xss.3	0	0	0	0	565	14133
uc009xtk.3	0	0	0	0	14	695
uc009xtm.1	0	0	0	0	312	4486
uc009xug.3	0	0	0	0	514	8442
uc009xuh.1	0	0	0	0	6	245
uc009xut.3	0	0	0	0	642	16145
uc009xvg.2	0	0	0	0	842	18413
uc009xvh.1	0	0	0	0	1116	21319
uc009xvj.3	0	0	0	0	797	15567
uc009xvn.3	0	0	0	0	646	7587
uc009xvu.3	0	0	0	0	185	2429
uc009xvx.3	0	0	0	0	264	9893
uc009xwd.2	0	0	0	0	6939	126931
uc009xwi.2	0	0	0	0	44	975
uc009xwj.3	0	0	0	0	21	437
uc009xwo.1	0	0	0	0	5	308
uc009xwy.1	0	0	0	0	493	21061
uc009xwz.3	0	0	0	0	121	2327
uc009xxc.4	0	0	0	0	36	675
uc009xxd.2	0	0	0	0	23	908
uc009xxj.3	0	0	0	0	6	133
uc009xxp.1	0	0	0	0	94	1626
uc009xya.1	0	0	0	0	13	176
uc009xyc.2	0	0	0	0	154	4673
uc009xyr.3	0	0	0	0	1595	36172
uc009xyx.3	0	0	0	0	1	36
uc009xyy.2	0	0	0	0	371	7691
uc009xyz.2	0	0	0	0	546	7660
uc009xzh.3	0	0	0	0	3472	57144
uc009xzl.1	0	0	0	0	1314	30792
uc009xzv.3	0	0	0	0	164	2164
uc009xzx.3	0	0	0	0	3794	64388
uc009yah.2	0	0	0	0	75	913
uc009yan.3	0	0	0	0	730	16531
uc009yao.2	0	0	0	0	172	1652
uc009yas.2	0	0	0	0	0	83
uc009ybb.3	0	0	0	0	280	6068
uc009ybl.1	0	0	0	0	137	3359
uc009ybv.1	0	0	0	0	266	4409
uc009ycm.1	0	0	0	0	7	459
uc009ycu.3	0	0	0	0	584	11934
uc009ydf.3	0	0	0	0	41	846
uc009ydj.2	0	0	0	0	38	895
uc009ydw.2	0	0	0	0	894	19441
uc009yef.2	0	0	0	0	2759	41297
uc009yei.3	0	0	0	0	367	6651
uc009yfd.3	0	0	0	0	50	1256
uc009yfj.1	0	0	0	0	2	90
uc009yfk.3	0	0	0	0	130	2477
uc009yfp.3	0	0	0	0	442	15307
uc009yfq.3	0	0	0	0	0	11
uc009yfr.3	0	0	0	0	406	7629
uc009yfu.3	0	0	0	0	634	14231
uc009ygp.3	0	0	0	0	172	4045
uc009ygr.1	0	0	0	0	32	1136
uc009ygu.1	0	0	0	0	352	8830
uc009yhc.1	0	0	0	0	361	7676
uc009yhh.4	0	0	0	0	6	98
uc009yht.2	0	0	0	0	121	3124
uc009yic.3	0	0	0	0	731	11400
uc009yie.3	0	0	0	0	902	24692
uc009yig.3	0	0	0	0	9383	145274
uc009yii.3	0	0	0	0	7	520
uc009yjk.1	0	0	0	0	726	10673
uc009yjo.3	0	0	0	0	185	3587
uc009ykd.2	0	0	0	0	206	3754
uc009yke.2	0	0	0	0	424	6213
uc009ykj.3	0	0	0	0	80	2230
uc009ykr.2	0	0	0	0	178	2662
uc009yks.1	0	0	0	0	100	1915
uc009ykt.3	0	0	0	0	1051	20482
uc009ykw.3	0	0	0	0	165	4415
uc009ylf.2	0	0	0	0	9	322
uc009ylg.1	0	0	0	0	78	1846
uc009yli.1	0	0	0	0	76	1457
uc009ylj.3	0	0	0	0	47	975
uc009ylv.3	0	0	0	0	110	2405
uc009ylz.3	0	0	0	0	346	11651
uc009ymn.3	0	0	0	0	90	3851
uc009ymp.3	0	0	0	0	267	5785
uc009ymq.3	0	0	0	0	74	1620
uc009yna.3	0	0	0	0	127	2245
uc009ynb.3	0	0	0	0	21	427
uc009ync.3	0	0	0	0	167	3971
uc009ynj.3	0	0	0	0	126	3005
uc009ynk.3	0	0	0	0	416	5934
uc009ynw.1	0	0	0	0	107	3299
uc009yoi.2	0	0	0	0	104	1942
uc009yon.3	0	0	0	0	98	1707
uc009yor.3	0	0	0	0	107	3099
uc009you.1	0	0	0	0	334	6465
uc009yov.3	0	0	0	0	509	12686
uc009yoz.3	0	0	0	0	297	3787
uc009yph.2	0	0	0	0	103	1640
uc009ypm.3	0	0	0	0	2	160
uc009ypo.2	0	0	0	0	40	704
uc009ypq.3	0	0	0	0	236	2003
uc009ypr.1	0	0	0	0	27	272
uc009ypv.3	0	0	0	0	37	1295
uc009ypx.3	0	0	0	0	1	45
uc009yqc.3	0	0	0	0	3	356
uc009yqd.2	0	0	0	0	62	1422
uc009yqr.3	0	0	0	0	39	1089
uc009yqt.3	0	0	0	0	90	1228
uc009yqv.3	0	0	0	0	35	310
uc009yqy.1	0	0	0	0	0	56
uc009yrg.2	0	0	0	0	44	1513
uc009yrj.3	0	0	0	0	100	2873
uc009yrl.3	0	0	0	0	288	4883
uc009yrn.1	0	0	0	0	316	3211
uc009yrp.3	0	0	0	0	51	859
uc009yse.1	0	0	0	0	73	2040
uc009ysr.3	0	0	0	0	272	5002
uc009ytc.1	0	0	0	0	13	344
uc009ytj.2	0	0	0	0	42	1218
uc009yts.3	0	0	0	0	677	15926
uc009ytt.3	0	0	0	0	1216	26041
uc009yty.4	0	0	0	0	1834	17127
uc009yua.2	0	0	0	0	572	8815
uc009yug.3	0	0	0	0	61	1107
uc009yuq.3	0	0	0	0	242	7961
uc009yvd.2	0	0	0	0	360	5371
uc009yvk.3	0	0	0	0	1116	26157
uc009yvm.3	0	0	0	0	3443	79192
uc009yvq.3	0	0	0	0	2947	57137
uc009yvv.3	0	0	0	0	13	104
uc009ywb.1	0	0	0	0	301	8697
uc009ywi.3	0	0	0	0	64	2239
uc009ywj.2	0	0	0	0	352	13573
uc009ywr.3	0	0	0	0	277	6733
uc009ywy.3	0	0	0	0	1284	30587
uc009yxh.2	0	0	0	0	514	10212
uc009yxm.3	0	0	0	0	116	3686
uc009yxp.3	0	0	0	0	711	12499
uc009yxr.1	0	0	0	0	408	13158
uc009yyl.3	0	0	0	0	181	1946
uc009yym.2	0	0	0	0	134	2247
uc009yyp.2	0	0	0	0	62	1864
uc009yyr.1	0	0	0	0	293	7173
uc009yyy.2	0	0	0	0	140	4207
uc009yzc.3	0	0	0	0	49	1304
uc009zal.3	0	0	0	0	56	984
uc009zar.3	0	0	0	0	79	901
uc009zau.1	0	0	0	0	183	9809
uc009zax.1	0	0	0	0	1829	31206
uc009zay.3	0	0	0	0	168	7435
uc009zbh.3	0	0	0	0	18	315
uc009zbj.3	0	0	0	0	0	26
uc009zbm.2	0	0	0	0	650	8028
uc009zbn.2	0	0	0	0	67	1414
uc009zbs.3	0	0	0	0	12	255
uc009zbv.3	0	0	0	0	36	1060
uc009zbw.3	0	0	0	0	1137	22657
uc009zce.3	0	0	0	0	24	558
uc009zcp.3	0	0	0	0	844	24181
uc009zcr.3	0	0	0	0	51	1000
uc009zdf.3	0	0	0	0	222	5147
uc009zdq.3	0	0	0	0	420	9633
uc009zdt.1	0	0	0	0	238	5653
uc009zec.1	0	0	0	0	102	2662
uc009zed.3	0	0	0	0	635	18623
uc009zeh.1	0	0	0	0	0	14
uc009zen.1	0	0	0	0	7	542
uc009zeq.3	0	0	0	0	127	1544
uc009zet.3	0	0	0	0	83	2171
uc009zey.1	0	0	0	0	23	982
uc009zfe.3	0	0	0	0	4	87
uc009zfu.2	0	0	0	0	144	4782
uc009zfw.2	0	0	0	0	154	4947
uc009zfx.2	0	0	0	0	40	902
uc009zfy.1	0	0	0	0	56	1496
uc009zgb.1	0	0	0	0	137	1804
uc009zge.1	0	0	0	0	420	7334
uc009zgq.1	0	0	0	0	10	668
uc009zhb.2	0	0	0	0	49	1287
uc009zhc.2	0	0	0	0	120	2538
uc009zhm.2	0	0	0	0	26	529
uc009zix.3	0	0	0	0	1529	29241
uc009ziz.3	0	0	0	0	1293	15315
uc009zjf.2	0	0	0	0	173	2267
uc009zjr.3	0	0	0	0	66	1928
uc009zju.1	0	0	0	0	375	9995
uc009zjy.3	0	0	0	0	1948	44712
uc009zkb.4	0	0	0	0	287	7197
uc009zkc.3	0	0	0	0	7053	155306
uc009zlk.2	0	0	0	0	322	6189
uc009zlr.1	0	0	0	0	93	2254
uc009zlz.3	0	0	0	0	221	4886
uc009zmg.3	0	0	0	0	39	1062
uc009zmi.3	0	0	0	0	79	1570
uc009zmm.2	0	0	0	0	37	1455
uc009zmu.3	0	0	0	0	314	4402
uc009zmv.3	0	0	0	0	99	1253
uc009zmx.3	0	0	0	0	22	523
uc009zmy.2	0	0	0	0	37	669
uc009znb.3	0	0	0	0	0	53
uc009znf.2	0	0	0	0	6	249
uc009znl.4	0	0	0	0	27	597
uc009znm.2	0	0	0	0	101	2266
uc009znt.3	0	0	0	0	14	426
uc009znz.4	0	0	0	0	27	506
uc009zob.1	0	0	0	0	0	15
uc009zoh.3	0	0	0	0	7	152
uc009zoo.3	0	0	0	0	2	81
uc009zot.3	0	0	0	0	22	860
uc009zou.2	0	0	0	0	260	7982
uc009zpa.3	0	0	0	0	51	826
uc009zpg.3	0	0	0	0	103	2438
uc009zpy.4	0	0	0	0	1	84
uc009zqf.3	0	0	0	0	3	119
uc009zqj.3	0	0	0	0	968	22222
uc009zrf.4	0	0	0	0	1096	8269
uc009zrk.3	0	0	0	0	938	20977
uc009zrq.3	0	0	0	0	179	2355
uc009zrw.1	0	0	0	0	568	8251
uc009zrx.3	0	0	0	0	2535	39858
uc009zsj.3	0	0	0	0	182	2582
uc009zsx.3	0	0	0	0	1261	25538
uc009zsz.1	0	0	0	0	675	10970
uc009zte.3	0	0	0	0	168	4856
uc009ztg.3	0	0	0	0	2137	28797
uc009zth.2	0	0	0	0	160	3702
uc009ztk.3	0	0	0	0	949	20962
uc009ztw.1	0	0	0	0	299	6577
uc009zuj.2	0	0	0	0	28	663
uc009zut.1	0	0	0	0	2657	58109
uc009zuv.3	0	0	0	0	334	6476
uc009zuw.3	0	0	0	0	161	2657
uc009zux.1	0	0	0	0	391	5899
uc009zuy.3	0	0	0	0	112	964
uc009zvv.3	0	0	0	0	279	4925
uc009zvx.3	0	0	0	0	271	6111
uc009zwa.2	0	0	0	0	233	6772
uc009zwb.2	0	0	0	0	14	629
uc009zwd.1	0	0	0	0	0	23
uc009zwf.3	0	0	0	0	44	764
uc009zwi.2	0	0	0	0	2388	34188
uc009zwk.1	0	0	0	0	183	2962
uc009zws.1	0	0	0	0	8	434
uc009zwu.3	0	0	0	0	2	281
uc009zwx.3	0	0	0	0	69	1583
uc009zwy.2	0	0	0	0	23	528
uc009zxa.1	0	0	0	0	133	2745
uc009zxc.3	0	0	0	0	336	7308
uc009zxh.3	0	0	0	0	1174	15474
uc009zxk.3	0	0	0	0	443	9930
uc009zya.3	0	0	0	0	304	8927
uc009zyi.3	0	0	0	0	470	9918
uc009zyl.1	0	0	0	0	9698	200919
uc009zyo.3	0	0	0	0	558	10900
uc009zys.3	0	0	0	0	1412	23500
uc009zyu.1	0	0	0	0	325	6269
uc009zyw.1	0	0	0	0	74	1426
uc009zyz.3	0	0	0	0	17	199
uc009zzj.3	0	0	0	0	241	4429
uc009zzr.1	0	0	0	0	234	4151
uc009zzs.3	0	0	0	0	317	8272
uc009zzw.2	0	0	0	0	2832	47978
uc010aaa.3	0	0	0	0	495	9212
uc010aac.3	0	0	0	0	439	8757
uc010aal.3	0	0	0	0	20	512
uc010aam.3	0	0	0	0	28	764
uc010aan.1	0	0	0	0	133	2540
uc010aau.3	0	0	0	0	37	1525
uc010aaw.3	0	0	0	0	102	2578
uc010aaz.3	0	0	0	0	479	15472
uc010aba.3	0	0	0	0	324	8713
uc010abc.1	0	0	0	0	40	1026
uc010abe.1	0	0	0	0	2067	16463
uc010abf.3	0	0	0	0	527	10173
uc010abo.3	0	0	0	0	66	1935
uc010aca.2	0	0	0	0	112	2049
uc010acb.2	0	0	0	0	446	15828
uc010acc.1	0	0	0	0	193	5677
uc010acf.3	0	0	0	0	310	8811
uc010acg.3	0	0	0	0	121	2670
uc010aci.3	0	0	0	0	285	6755
uc010acp.2	0	0	0	0	507	11699
uc010adh.2	0	0	0	0	448	8600
uc010aeq.3	0	0	0	0	2057	54191
uc010aev.3	0	0	0	0	2346	53506
uc010afb.1	0	0	0	0	325	6377
uc010afh.3	0	0	0	0	402	8109
uc010afi.3	0	0	0	0	169	3345
uc010afk.3	0	0	0	0	1661	34160
uc010afr.1	0	0	0	0	266	2732
uc010afz.2	0	0	0	0	265	9182
uc010agc.3	0	0	0	0	282	7929
uc010agj.3	0	0	0	0	360	6630
uc010agk.2	0	0	0	0	685	17744
uc010agp.2	0	0	0	0	109	2436
uc010agy.2	0	0	0	0	10	479
uc010ahb.3	0	0	0	0	127	3097
uc010aif.2	0	0	0	0	14	346
uc010aik.1	0	0	0	0	74	1345
uc010akj.4	0	0	0	0	507	7152
uc010akn.3	0	0	0	0	29	424
uc010aku.1	0	0	0	0	137	1168
uc010amc.2	0	0	0	0	396	6572
uc010amf.2	0	0	0	0	1063	24592
uc010aml.3	0	0	0	0	1894	37505
uc010amm.1	0	0	0	0	145	4729
uc010ang.3	0	0	0	0	125	1860
uc010anj.1	0	0	0	0	816	24169
uc010ant.2	0	0	0	0	93	1864
uc010anu.2	0	0	0	0	139	4225
uc010aod.3	0	0	0	0	92	2258
uc010aom.2	0	0	0	0	145	4615
uc010apa.1	0	0	0	0	101	3265
uc010aph.3	0	0	0	0	16	619
uc010api.3	0	0	0	0	29	928
uc010apn.3	0	0	0	0	299	7251
uc010apo.3	0	0	0	0	166	4706
uc010app.1	0	0	0	0	2	174
uc010aqf.3	0	0	0	0	601	14672
uc010aqp.3	0	0	0	0	230	3636
uc010aqu.2	0	0	0	0	613	16034
uc010aqx.3	0	0	0	0	293	8003
uc010ark.3	0	0	0	0	184	10201
uc010arr.1	0	0	0	0	630	8967
uc010asj.3	0	0	0	0	581	8260
uc010ask.2	0	0	0	0	301	12407
uc010asl.1	0	0	0	0	422	15441
uc010asp.3	0	0	0	0	79	1571
uc010asw.4	0	0	0	0	6541	122931
uc010asy.3	0	0	0	0	24	1033
uc010atn.3	0	0	0	0	3278	31715
uc010atp.1	0	0	0	0	107	2272
uc010atq.2	0	0	0	0	27	692
uc010aty.3	0	0	0	0	1287	29360
uc010atz.3	0	0	0	0	208	5958
uc010aue.3	0	0	0	0	933	16139
uc010auq.3	0	0	0	0	41	1236
uc010aur.3	0	0	0	0	230	5249
uc010auw.3	0	0	0	0	21	1600
uc010avd.3	0	0	0	0	44	1085
uc010ave.3	0	0	0	0	20	542
uc010avi.3	0	0	0	0	609	11801
uc010avr.3	0	0	0	0	1450	19989
uc010avs.3	0	0	0	0	287	4412
uc010avv.3	0	0	0	0	0	163
uc010avw.3	0	0	0	0	50	1586
uc010avx.3	0	0	0	0	1746	28945
uc010awj.3	0	0	0	0	47	600
uc010aws.3	0	0	0	0	16	490
uc010axa.3	0	0	0	0	348	5903
uc010axc.1	0	0	0	0	158	4462
uc010axw.2	0	0	0	0	4	404
uc010axx.2	0	0	0	0	1	44
uc010ayb.3	0	0	0	0	550	6531
uc010ayu.3	0	0	0	0	1574	37222
uc010ayv.3	0	0	0	0	5101	71553
uc010azj.2	0	0	0	0	1753	29862
uc010azk.1	0	0	0	0	7506	108946
uc010azn.2	0	0	0	0	18	1291
uc010azy.3	0	0	0	0	560	12326
uc010bak.3	0	0	0	0	22	385
uc010bav.1	0	0	0	0	13	158
uc010bbi.3	0	0	0	0	19	231
uc010bbm.3	0	0	0	0	637	9559
uc010bbo.3	0	0	0	0	119	2796
uc010bbt.1	0	0	0	0	187	7067
uc010bbw.3	0	0	0	0	172	5313
uc010bco.3	0	0	0	0	7	360
uc010bcr.3	0	0	0	0	111	2777
uc010bcy.2	0	0	0	0	2048	32248
uc010bdg.1	0	0	0	0	18	750
uc010bdv.3	0	0	0	0	297	6060
uc010bdw.3	0	0	0	0	129	2985
uc010bea.3	0	0	0	0	209	3550
uc010beq.2	0	0	0	0	64	1501
uc010bez.1	0	0	0	0	646	11652
uc010bff.3	0	0	0	0	445	13151
uc010bfn.3	0	0	0	0	1016	24210
uc010bfq.3	0	0	0	0	326	7319
uc010bfz.1	0	0	0	0	27	551
uc010bgd.3	0	0	0	0	124	3730
uc010bgk.4	0	0	0	0	209	4490
uc010bgq.3	0	0	0	0	254	5133
uc010bgx.1	0	0	0	0	27	380
uc010bha.3	0	0	0	0	1216	13535
uc010bhb.3	0	0	0	0	386	5224
uc010bhg.1	0	0	0	0	35	1429
uc010bhj.3	0	0	0	0	631	13236
uc010bhq.3	0	0	0	0	1714	27269
uc010bib.3	0	0	0	0	2335	39778
uc010bii.3	0	0	0	0	33	1246
uc010bil.1	0	0	0	0	627	9775
uc010biq.4	0	0	0	0	1291	25347
uc010bis.2	0	0	0	0	183	4474
uc010bjb.3	0	0	0	0	1062	22343
uc010bjc.3	0	0	0	0	345	10856
uc010bjm.1	0	0	0	0	128	4546
uc010bjq.3	0	0	0	0	31	688
uc010bkp.3	0	0	0	0	76	2202
uc010bkw.1	0	0	0	0	222	7232
uc010bky.2	0	0	0	0	148	2268
uc010bla.3	0	0	0	0	691	15299
uc010blb.1	0	0	0	0	43	1438
uc010blc.1	0	0	0	0	54	977
uc010ble.3	0	0	0	0	265	3386
uc010blf.3	0	0	0	0	96	1312
uc010blh.1	0	0	0	0	0	5
uc010blp.1	0	0	0	0	55	1044
uc010blq.1	0	0	0	0	1494	26267
uc010bmq.3	0	0	0	0	86	2385
uc010bnm.1	0	0	0	0	0	31
uc010bnn.3	0	0	0	0	166	3518
uc010bnp.1	0	0	0	0	1142	18554
uc010bnq.1	0	0	0	0	150	2339
uc010bnr.3	0	0	0	0	399	7953
uc010bnx.3	0	0	0	0	876	18821
uc010bnz.2	0	0	0	0	116	2695
uc010boe.3	0	0	0	0	415	8574
uc010boj.3	0	0	0	0	1633	34035
uc010bot.3	0	0	0	0	155	3455
uc010bov.3	0	0	0	0	5	223
uc010bow.3	0	0	0	0	81	2137
uc010bpd.3	0	0	0	0	179	3386
uc010bqw.3	0	0	0	0	130	2359
uc010bqy.3	0	0	0	0	1	69
uc010brf.3	0	0	0	0	194	3535
uc010brp.3	0	0	0	0	7	115
uc010brw.1	0	0	0	0	11	313
uc010bry.1	0	0	0	0	144	3007
uc010brz.3	0	0	0	0	129	1520
uc010bsd.3	0	0	0	0	597	9628
uc010bsf.3	0	0	0	0	18	296
uc010bsg.1	0	0	0	0	110	2162
uc010bsh.3	0	0	0	0	0	26
uc010bsi.3	0	0	0	0	204	1699
uc010bsk.1	0	0	0	0	475	8734
uc010bsn.4	0	0	0	0	326	6334
uc010bst.1	0	0	0	0	51	602
uc010btd.2	0	0	0	0	10	154
uc010btn.3	0	0	0	0	294	9940
uc010bts.3	0	0	0	0	304	6284
uc010buc.3	0	0	0	0	7	161
uc010bum.1	0	0	0	0	111	1625
uc010buo.1	0	0	0	0	590	12094
uc010buu.1	0	0	0	0	772	12647
uc010bux.3	0	0	0	0	238	6789
uc010buz.3	0	0	0	0	7	267
uc010bva.3	0	0	0	0	65	1084
uc010bvi.3	0	0	0	0	1326	25375
uc010bvp.2	0	0	0	0	80	1863
uc010bvx.3	0	0	0	0	34	3131
uc010bwg.1	0	0	0	0	385	9413
uc010bwj.3	0	0	0	0	57	1231
uc010bwn.1	0	0	0	0	25	1007
uc010bwp.1	0	0	0	0	57	1668
uc010bxg.3	0	0	0	0	0	50
uc010bxz.1	0	0	0	0	1011	16838
uc010byc.3	0	0	0	0	30	827
uc010bzk.1	0	0	0	0	25	628
uc010cab.3	0	0	0	0	0	17
uc010cad.2	0	0	0	0	194	2271
uc010caf.3	0	0	0	0	38	756
uc010cai.4	0	0	0	0	1	152
uc010can.3	0	0	0	0	19	539
uc010cap.1	0	0	0	0	255	4047
uc010cbs.1	0	0	0	0	850	9783
uc010cca.1	0	0	0	0	2	21
uc010cdh.2	0	0	0	0	1239	21525
uc010cdr.3	0	0	0	0	727	12089
uc010cdu.3	0	0	0	0	83	3347
uc010cdv.3	0	0	0	0	72	2462
uc010cdy.3	0	0	0	0	50	1246
uc010cdz.3	0	0	0	0	39	892
uc010ced.3	0	0	0	0	190	1360
uc010cee.3	0	0	0	0	144	2087
uc010cei.2	0	0	0	0	67	985
uc010cek.3	0	0	0	0	812	12234
uc010ceo.3	0	0	0	0	694	11296
uc010cer.3	0	0	0	0	12	394
uc010cex.3	0	0	0	0	58	810
uc010cfh.3	0	0	0	0	40	1260
uc010cfi.3	0	0	0	0	150	3916
uc010cft.3	0	0	0	0	1256	7424
uc010cfw.3	0	0	0	0	1243	24711
uc010cgf.3	0	0	0	0	332	7871
uc010cgh.2	0	0	0	0	287	5232
uc010cha.1	0	0	0	0	101	1265
uc010chf.3	0	0	0	0	545	5165
uc010cia.3	0	0	0	0	82	2163
uc010cid.3	0	0	0	0	802	24853
uc010cig.2	0	0	0	0	648	17471
uc010cij.1	0	0	0	0	274	4045
uc010cin.3	0	0	0	0	464	8271
uc010cio.3	0	0	0	0	18	762
uc010ciq.3	0	0	0	0	224	5517
uc010civ.1	0	0	0	0	196	4758
uc010ciw.1	0	0	0	0	310	9597
uc010cjd.3	0	0	0	0	49	889
uc010cje.3	0	0	0	0	229	4188
uc010cjl.2	0	0	0	0	2459	47023
uc010cjo.2	0	0	0	0	1630	36322
uc010cjp.1	0	0	0	0	224	4367
uc010cjr.3	0	0	0	0	188	6116
uc010cjs.2	0	0	0	0	32	867
uc010cjt.3	0	0	0	0	780	14222
uc010cke.3	0	0	0	0	3661	64887
uc010ckl.2	0	0	0	0	176	4875
uc010ckm.1	0	0	0	0	20	693
uc010cko.3	0	0	0	0	114	3241
uc010cku.2	0	0	0	0	0	9
uc010ckw.3	0	0	0	0	8	171
uc010cla.1	0	0	0	0	67	1789
uc010clj.3	0	0	0	0	375	7635
uc010clr.1	0	0	0	0	1	26
uc010clt.1	0	0	0	0	39	468
uc010clz.1	0	0	0	0	68	516
uc010cmi.3	0	0	0	0	5	156
uc010cmp.2	0	0	0	0	109	2439
uc010cnt.1	0	0	0	0	8	261
uc010cnz.1	0	0	0	0	89	1425
uc010coj.3	0	0	0	0	149	5184
uc010col.3	0	0	0	0	284	3718
uc010com.3	0	0	0	0	3782	77463
uc010cou.1	0	0	0	0	9	2193
uc010cov.3	0	0	0	0	8	582
uc010cpi.2	0	0	0	0	241	6190
uc010cpl.2	0	0	0	0	15	365
uc010cpw.3	0	0	0	0	88	3283
uc010cqk.1	0	0	0	0	21	387
uc010cqm.1	0	0	0	0	411	6796
uc010crh.1	0	0	0	0	173	4304
uc010crj.3	0	0	0	0	516	14855
uc010crl.1	0	0	0	0	43	1023
uc010crm.3	0	0	0	0	16	816
uc010crr.2	0	0	0	0	2	195
uc010crs.2	0	0	0	0	0	4
uc010cse.3	0	0	0	0	296	4714
uc010csk.3	0	0	0	0	493	5769
uc010cso.3	0	0	0	0	108	3989
uc010csx.1	0	0	0	0	540	11990
uc010csz.3	0	0	0	0	37	1937
uc010cta.2	0	0	0	0	29	1745
uc010ctg.3	0	0	0	0	85	3456
uc010cts.3	0	0	0	0	212	4557
uc010ctt.2	0	0	0	0	109	1495
uc010ctu.1	0	0	0	0	99	1981
uc010cud.3	0	0	0	0	147	2601
uc010cvk.2	0	0	0	0	0	40
uc010cwc.3	0	0	0	0	39	711
uc010cwd.4	0	0	0	0	1891	27958
uc010cwp.1	0	0	0	0	0	4
uc010cws.1	0	0	0	0	190	3086
uc010cwu.1	0	0	0	0	266	2962
uc010cxb.3	0	0	0	0	172	3373
uc010cxh.1	0	0	0	0	62	1650
uc010cxo.3	0	0	0	0	33	665
uc010cxr.3	0	0	0	0	35	960
uc010cxx.3	0	0	0	0	34	3189
uc010cyc.2	0	0	0	0	97	2141
uc010cyj.4	0	0	0	0	0	2
uc010cyk.1	0	0	0	0	108	2715
uc010cyq.2	0	0	0	0	172	4665
uc010czd.3	0	0	0	0	145	3406
uc010czn.3	0	0	0	0	0	36
uc010czt.3	0	0	0	0	42	1220
uc010daa.1	0	0	0	0	166	3148
uc010dab.1	0	0	0	0	224	4320
uc010dak.3	0	0	0	0	0	3
uc010dal.3	0	0	0	0	9	122
uc010dau.3	0	0	0	0	1138	16718
uc010dav.3	0	0	0	0	1591	54023
uc010dbd.1	0	0	0	0	1632	34351
uc010dbg.3	0	0	0	0	197	3797
uc010dbh.1	0	0	0	0	46	868
uc010dbj.3	0	0	0	0	231	6361
uc010dbl.3	0	0	0	0	331	5954
uc010dbp.2	0	0	0	0	51	1225
uc010dbu.3	0	0	0	0	98	771
uc010dcc.1	0	0	0	0	210	5289
uc010dcj.3	0	0	0	0	148	2961
uc010dcm.3	0	0	0	0	204	3670
uc010dcp.3	0	0	0	0	135	2737
uc010dcq.3	0	0	0	0	118	2710
uc010dcs.4	0	0	0	0	372	6391
uc010dcz.2	0	0	0	0	291	13167
uc010ddo.3	0	0	0	0	32	1315
uc010ddr.3	0	0	0	0	253	6101
uc010ddu.2	0	0	0	0	111	1229
uc010ddw.3	0	0	0	0	214	4563
uc010ddx.3	0	0	0	0	130	3008
uc010ddy.3	0	0	0	0	17	294
uc010deb.1	0	0	0	0	11	429
uc010deh.2	0	0	0	0	0	22
uc010deu.1	0	0	0	0	19	239
uc010dfa.1	0	0	0	0	1305	13674
uc010dfg.3	0	0	0	0	87	1143
uc010dfj.3	0	0	0	0	44	2036
uc010dfk.1	0	0	0	0	97	2940
